Rob Bishop,Male,Caucasian/White,1951,null,null,2003,2021,Utah
Rob Wittman,Male,Caucasian/White,1959,null,null,2007,2021,Virginia
Rob Woodall,Male,Caucasian/White,1970,null,null,2011,2021,Georgia
Rodney Davis,Male,Caucasian/White,1970,null,null,2013,2021,Illinois
Roger Marshall,Male,Caucasian/White,1960,null,null,2017,2021,Kansas
Roger Williams,Male,Caucasian/White,1949,null,null,2013,2021,Texas
Ron Estes,Male,Caucasian/White,1956,null,null,2017,2021,Kansas
Ron Kind,Male,Caucasian/White,1963,null,null,1997,2021,Wisconsin
Ron Wright,Male,Caucasian/White,1953,null,null,2019,2021,Texas
Rosa DeLauro,Female,Caucasian/White,1943,null,null,1991,2021,Connecticut
Ross Spano,Male,Caucasian/White,1966,null,null,2019,2021,Florida
Russ Fulcher,Male,Caucasian/White,1962,null,null,2019,2021,Idaho
Sam Graves,Male,Caucasian/White,1963,null,null,2001,2021,Missouri
Scott DesJarlais,Male,Caucasian/White,1964,null,null,2011,2021,Tennessee
Scott Perry,Male,Caucasian/White,1962,null,null,2013,2021,Pennsylvania
Scott Peters,Male,Caucasian/White,1958,null,null,2013,2021,California
Scott Tipton,Male,Caucasian/White,1956,null,null,2011,2021,Colorado
Sean Casten,Male,Caucasian/White,1971,null,null,2019,2021,Illinois
Sean Patrick Maloney,Male,Caucasian/White,1966,null,null,2013,2021,New York
Seth Moulton,Male,Caucasian/White,1978,null,null,2015,2021,Massachusetts
Steny Hoyer,Male,Caucasian/White,1939,null,null,1981,2021,Maryland
Stephen F. Lynch,Male,Caucasian/White,1955,null,null,2001,2021,Massachusetts
Steve Chabot,Male,Caucasian/White,1953,null,null,2011,2021,Ohio
Steve Cohen,Male,Caucasian/White,1949,null,null,2007,2021,Tennessee
Steve King,Male,Caucasian/White,1949,null,null,2003,2021,Iowa
Steve Scalise,Male,Caucasian/White,1965,null,null,2008,2021,Louisiana
Steve Stivers,Male,Caucasian/White,1965,null,null,2011,2021,Ohio
Steve Watkins,Male,Caucasian/White,1976,null,null,2019,2021,Kansas
Steven Palazzo,Male,Caucasian/White,1970,null,null,2011,2021,Mississippi
Susan Brooks,Female,Caucasian/White,1960,null,null,2013,2021,Indiana
